0.999942	-0.00305748	0.0103653	-0.0721813	0.00304647	0.999995	0.00107779	0.0212662	-0.0103685	-0.00104615	0.999946	-0.997165	
0.99983	-0.00539535	0.017643	-0.052977	0.00536816	0.999984	0.00158779	-0.00945892	-0.0176513	-0.0014928	0.999843	0.00217858	
0.999695	-0.00815941	0.0233044	-0.0976973	0.00814714	0.999967	0.00062146	-0.0216233	-0.0233087	-0.000431407	0.999728	1.0011	
0.999748	-0.00977391	0.0201937	-0.0628807	0.00978539	0.999952	-0.000469463	-0.0543857	-0.0201882	0.000666948	0.999796	1.99996	
0.999794	-0.0119331	0.0164239	-0.164065	0.0119526	0.999928	-0.00108849	-0.101045	-0.0164097	0.00128457	0.999865	2.99373	
0.999897	-0.0137011	0.00434582	-0.177003	0.0137139	0.999902	-0.00292909	-0.112886	-0.00430526	0.00298838	0.999986	3.99358	
0.99984	-0.0136165	-0.0115667	-0.277631	0.0135797	0.999902	-0.00326084	-0.132106	0.01161	0.00310325	0.999928	4.98832	
0.999465	-0.00887804	-0.0314688	-0.299508	0.0087807	0.999956	-0.00322995	-0.134238	0.0314961	0.0029519	0.9995	5.98808	
0.998707	-0.00521134	-0.0505742	-0.441444	0.00502381	0.99998	-0.00383431	-0.162256	0.0505932	0.00357527	0.998713	6.97756	
0.997477	-0.00504633	-0.0708095	-0.560387	0.00472976	0.999978	-0.00463777	-0.155371	0.0708313	0.00429115	0.997479	7.97043	
0.9958	-0.00689261	-0.0912906	-0.380909	0.0065727	0.999971	-0.0038045	-0.134971	0.0913142	0.0031885	0.995817	6.98688	
0.993875	-0.0083198	-0.110196	-0.205505	0.00807631	0.999964	-0.00265579	-0.115197	0.110214	0.00174955	0.993906	6.00258	
0.991665	-0.00709653	-0.128645	-0.0985173	0.00682812	0.999973	-0.00252736	-0.145097	0.12866	0.00162789	0.991687	5.00877	
0.989629	-0.00571279	-0.143535	-0.325615	0.0055275	0.999983	-0.00168962	-0.1589	0.143542	0.000878704	0.989644	5.98255	
0.987543	-0.00528597	-0.157259	-0.502092	0.00514097	0.999986	-0.00132879	-0.186113	0.157264	0.000503768	0.987556	6.96648	
0.985458	-0.00608929	-0.16981	-0.641406	0.00574809	0.99998	-0.00250086	-0.192748	0.169822	0.00148841	0.985474	7.9567	
0.983835	-0.00912459	-0.178844	-0.863828	0.00840204	0.999953	-0.00479712	-0.222116	0.17888	0.00321691	0.983866	8.93121	
0.982488	-0.00736932	-0.186178	-1.08859	0.00628365	0.99996	-0.00642077	-0.23013	0.186217	0.00513846	0.982495	9.90559	
0.981159	-0.00743129	-0.193059	-1.36047	0.00613192	0.999954	-0.00732709	-0.253182	0.193105	0.00600522	0.98116	10.8676	
0.979552	-0.00742197	-0.201055	-1.58621	0.0055428	0.999936	-0.00990789	-0.276086	0.201115	0.00859089	0.97953	11.8416	
0.977821	-0.0112075	-0.209142	-1.78825	0.00882141	0.999885	-0.0123382	-0.293265	0.209257	0.0102196	0.977807	12.8208	
0.975875	-0.0170366	-0.217664	-1.95634	0.0142558	0.999796	-0.0143399	-0.319987	0.217864	0.0108909	0.975918	13.8062	
0.974108	-0.0172359	-0.225426	-2.27536	0.0140305	0.999777	-0.0158137	-0.365402	0.225648	0.0122414	0.974132	14.7529	
0.971923	-0.0125353	-0.234966	-2.50725	0.00826654	0.999783	-0.0191439	-0.369242	0.235155	0.016664	0.971815	15.7256	
0.969579	-0.00911874	-0.244609	-2.73782	0.00401097	0.999764	-0.0213714	-0.382484	0.244746	0.0197401	0.969386	16.6986	
0.967318	-0.0103732	-0.253353	-2.93196	0.00458973	0.999715	-0.023408	-0.408378	0.253524	0.0214801	0.967091	17.6792	
0.96524	-0.0127974	-0.261051	-3.22354	0.00617343	0.999638	-0.0261784	-0.436047	0.261292	0.0236568	0.96497	18.6353	
0.963221	-0.0119541	-0.268446	-3.54841	0.00462591	0.9996	-0.0279144	-0.481047	0.268672	0.0256459	0.96289	19.58	
0.961076	-0.0101953	-0.276097	-3.84784	0.00173315	0.999522	-0.030876	-0.513241	0.27628	0.0291957	0.960634	20.5336	
0.958823	-0.0102432	-0.283821	-4.15208	2.09776e-05	0.999352	-0.0359963	-0.547342	0.284005	0.0345081	0.958202	21.4856	
0.957106	-0.00929496	-0.289588	-4.45048	-0.003297	0.999071	-0.0429642	-0.597261	0.289718	0.0420761	0.956187	22.4387	
0.95586	-0.0080774	-0.293713	-4.76971	-0.00694778	0.998721	-0.0500767	-0.655959	0.293742	0.049907	0.954581	23.3846	
0.954659	-0.00578287	-0.297646	-5.10456	-0.0118403	0.998283	-0.0573714	-0.717741	0.297466	0.0582943	0.952951	24.3248	
0.953284	-0.00348212	-0.302057	-5.43426	-0.0168756	0.997758	-0.064761	-0.778856	0.301605	0.066833	0.951088	25.2669	
0.95182	-0.00106221	-0.306656	-5.74139	-0.0215878	0.997281	-0.0704602	-0.842958	0.305897	0.0736854	0.949209	26.2164	
0.950069	0.00291372	-0.312027	-6.07135	-0.0278903	0.996747	-0.0756136	-0.916701	0.310791	0.0805406	0.94706	27.1575	
0.948699	0.00576802	-0.316128	-6.42914	-0.0326495	0.996276	-0.0798032	-1.00095	0.31449	0.0860306	0.945354	28.0875	
0.946717	0.00923449	-0.321934	-6.76224	-0.0382609	0.995735	-0.0839527	-1.07854	0.319785	0.0917969	0.943033	29.0272	
0.944619	0.0125038	-0.327931	-7.08588	-0.042992	0.995377	-0.0858871	-1.16185	0.325341	0.095229	0.94079	29.9697	
0.942798	0.0136049	-0.333088	-7.44261	-0.0449141	0.995241	-0.0864779	-1.25598	0.330326	0.0964915	0.938922	30.8992	
0.940673	0.0134492	-0.339049	-7.77558	-0.0446775	0.995424	-0.0844691	-1.36613	0.336361	0.0946056	0.936969	31.8357	
0.938582	0.0124757	-0.344831	-8.13891	-0.0437653	0.995579	-0.0831037	-1.455	0.34227	0.0930912	0.934979	32.7631	
0.936531	0.0108921	-0.350414	-8.53349	-0.0420239	0.995798	-0.0813619	-1.54637	0.348056	0.0909237	0.933054	33.6774	
0.933635	0.0101167	-0.358084	-8.92288	-0.040881	0.99608	-0.0784476	-1.64119	0.355886	0.0878802	0.930388	34.5936	
0.930431	0.0100594	-0.366328	-9.29229	-0.0395129	0.996549	-0.0729929	-1.73325	0.36433	0.0823896	0.927618	35.5183	
0.927376	0.0117066	-0.373947	-9.72292	-0.039825	0.99692	-0.0675556	-1.81828	0.372005	0.0775419	0.924986	36.4168	
0.923785	0.01348	-0.382674	-10.1199	-0.0407623	0.997163	-0.0632754	-1.89201	0.380735	0.0740516	0.921714	37.3316	
0.91998	0.0122578	-0.391774	-10.5192	-0.039718	0.997282	-0.0620647	-1.95897	0.389948	0.0726587	0.917966	38.246	
0.916095	0.0113068	-0.400802	-10.9346	-0.0394669	0.997291	-0.0620736	-2.01528	0.399015	0.0726838	0.914059	39.1539	
0.912312	0.00995914	-0.409374	-11.3532	-0.0384114	0.997378	-0.061338	-2.08714	0.40769	0.0716841	0.910302	40.0592	
0.908323	0.0100222	-0.41815	-11.7664	-0.0385872	0.997457	-0.0599137	-2.15611	0.416486	0.0705562	0.9064	40.9673	
0.905026	0.006393	-0.425307	-12.2344	-0.0350015	0.997615	-0.0594853	-2.20633	0.423913	0.0687222	0.903092	41.8496	
0.901525	0.00582571	-0.432687	-12.6951	-0.0330377	0.997918	-0.0553997	-2.29004	0.431464	0.0642393	0.89984	42.7332	
0.897612	0.00536435	-0.440753	-13.119	-0.0311761	0.998194	-0.0513424	-2.34546	0.439682	0.0598265	0.896159	43.6371	
0.893808	0.00231534	-0.448444	-13.5658	-0.0271814	0.998428	-0.0490211	-2.40071	0.447626	0.0560048	0.892466	44.5301	
